,score,time_this_iter_s,done,training_iteration,trial_id,date,timestamp,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,config/down_HL,config/kernel_size,config/latent_dim,config/model_lamda,config/num_CL,config/num_HL,config/opt_lr,config/opt_wd,config/size_CL,config/size_HL,logdir
108,0.6717796610169491,13335.966619968414,False,1,f9b1a6b1,2023-09-17_05-42-30,1694929350,13335.966619968414,87291,84233402a856,172.17.0.2,13335.966619968414,1,12,2,105,0.7193873782052831,2,2,1.4582351120147754e-06,4.822081792087144e-07,22,44,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_f9b1a6b1_109_down_HL=12,kernel_size=2,latent_dim=105,model_lamda=0.7194,num_CL=2,num_HL=2,opt_lr=0.0000,opt__2023-09-17_02-00-14"
109,-16.3266489768635,2.9749596118927,True,1,d751ce63,2023-09-17_02-41-37,1694918497,2.9749596118927,94014,84233402a856,172.17.0.2,2.9749596118927,1,13,5,82,1.4391307381282372,5,4,1.1046873042069443e-05,6.040595664206462e-07,10,93,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_d751ce63_110_down_HL=13,kernel_size=5,latent_dim=82,model_lamda=1.4391,num_CL=5,num_HL=4,opt_lr=0.0000,opt_w_2023-09-17_02-41-34"
110,-12.916181074812258,3.0028231143951416,True,1,a333ba91,2023-09-17_02-41-40,1694918500,3.0028231143951416,94014,84233402a856,172.17.0.2,3.0028231143951416,1,19,3,54,0.5372292634742787,4,3,6.966618339187323e-05,5.711947365945785e-07,14,99,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_a333ba91_111_down_HL=19,kernel_size=3,latent_dim=54,model_lamda=0.5372,num_CL=4,num_HL=3,opt_lr=0.0001,opt_w_2023-09-17_02-41-37"
111,-18.655720835083397,2.9094061851501465,True,1,0883aa51,2023-09-17_02-41-43,1694918503,2.9094061851501465,94014,84233402a856,172.17.0.2,2.9094061851501465,1,10,2,98,0.619519662103181,7,6,0.0002652753206594305,8.468293307281388e-08,6,56,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_0883aa51_112_down_HL=10,kernel_size=2,latent_dim=98,model_lamda=0.6195,num_CL=7,num_HL=6,opt_lr=0.0003,opt_w_2023-09-17_02-41-40"
112,0.7325423728813558,1298.7297675609589,False,1,6c06f3d5,2023-09-17_03-03-22,1694919802,1298.7297675609589,94014,84233402a856,172.17.0.2,1298.7297675609589,1,5,4,123,1.0572324620646398,3,2,0.000988935741119492,4.228416168437112e-07,8,90,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_6c06f3d5_113_down_HL=5,kernel_size=4,latent_dim=123,model_lamda=1.0572,num_CL=3,num_HL=2,opt_lr=0.0010,opt_w_2023-09-17_02-41-43"
113,-17.348277231464387,3.0314700603485107,True,1,da50abbc,2023-09-17_03-03-25,1694919805,3.0314700603485107,94014,84233402a856,172.17.0.2,3.0314700603485107,1,11,5,14,0.2838641989372618,6,3,0.0001278272033934592,4.5777536764619317e-07,2,95,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_da50abbc_114_down_HL=11,kernel_size=5,latent_dim=14,model_lamda=0.2839,num_CL=6,num_HL=3,opt_lr=0.0001,opt_w_2023-09-17_03-03-22"
114,-18.80933419281252,2.904041290283203,True,1,c12a2784,2023-09-17_03-03-28,1694919808,2.904041290283203,94014,84233402a856,172.17.0.2,2.904041290283203,1,16,3,225,1.3867595052129962,5,4,1.4302565440426878e-05,6.634321417450161e-07,20,115,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_c12a2784_115_down_HL=16,kernel_size=3,latent_dim=225,model_lamda=1.3868,num_CL=5,num_HL=4,opt_lr=0.0000,opt__2023-09-17_03-03-25"
115,-15.869927533655517,2.35988450050354,True,1,ee5a3676,2023-09-17_03-03-31,1694919811,2.35988450050354,94014,84233402a856,172.17.0.2,2.35988450050354,1,3,2,43,1.1148687421091654,3,3,0.0006421713477389763,7.067923435484564e-07,5,75,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_ee5a3676_116_down_HL=3,kernel_size=2,latent_dim=43,model_lamda=1.1149,num_CL=3,num_HL=3,opt_lr=0.0006,opt_wd_2023-09-17_03-03-28"
116,-19.69931985644017,2.99745512008667,True,1,6b153361,2023-09-17_03-03-34,1694919814,2.99745512008667,94014,84233402a856,172.17.0.2,2.99745512008667,1,6,4,262,0.9172855525853211,4,5,0.00015160159551161792,1.2179398548447316e-07,7,59,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_6b153361_117_down_HL=6,kernel_size=4,latent_dim=262,model_lamda=0.9173,num_CL=4,num_HL=5,opt_lr=0.0002,opt_w_2023-09-17_03-03-31"
117,0.6932203389830509,11755.78731250763,False,1,a2fe242f,2023-09-17_06-19-30,1694931570,11755.78731250763,94014,84233402a856,172.17.0.2,11755.78731250763,1,14,2,193,1.1801712345497626,6,2,0.00021342787524248236,1.769053907158957e-07,4,135,"/home/darlinne.soto/ray_results/convtae_wisdm/my_objective_function_a2fe242f_118_down_HL=14,kernel_size=2,latent_dim=193,model_lamda=1.1802,num_CL=6,num_HL=2,opt_lr=0.0002,opt__2023-09-17_03-03-34"
