,score,timestamp,done,training_iteration,trial_id,date,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,checkpoint_dir_name,config/batch_size,config/num_HL,config/down_HL,config/size_HL,config/latent_dim,config/opt_lr,config/opt_wd,logdir,num_params,num_trainable_params
1363,0.6267605633802817,1697571419,False,1,708fb179,2023-10-17_19-36-59,1772.2653875350952,1772.2653875350952,3666,ff5996df3739,172.17.0.2,1772.2653875350952,1,,256,2,9,232,23,1.6271115584730623e-05,4.268936789859264e-06,708fb179,,
1364,0.5673708920187794,1697572528,True,1,e801eaae,2023-10-17_19-55-28,2817.358982563019,2817.358982563019,9758,ff5996df3739,172.17.0.2,2817.358982563019,1,,256,2,10,248,40,1.858684903381886e-05,4.5412164479610324e-06,e801eaae,-1.0,-1.0
1365,0.5927230046948356,1697572091,False,1,b4fd150f,2023-10-17_19-48-11,2242.326891899109,2242.326891899109,5364,ff5996df3739,172.17.0.2,2242.326891899109,1,,256,2,11,265,36,1.2391972114217244e-05,2.860329113919898e-06,b4fd150f,,
1366,0.5967136150234743,1697572738,False,1,bc28537b,2023-10-17_19-58-58,2573.289307832718,2573.289307832718,5074,ff5996df3739,172.17.0.2,2573.289307832718,1,,256,2,10,226,31,1.0057762325503555e-05,3.883164907052656e-06,bc28537b,,
1367,0.5492957746478874,1697572531,True,1,cd2caeb5,2023-10-17_19-55-31,2294.898239850998,2294.898239850998,8312,ff5996df3739,172.17.0.2,2294.898239850998,1,,256,2,9,275,26,1.3314976541649919e-05,4.152562147406942e-06,cd2caeb5,-1.0,-1.0
1368,0.5946009389671362,1697571221,False,1,a2f632df,2023-10-17_19-33-41,565.3007786273956,565.3007786273956,5614,ff5996df3739,172.17.0.2,565.3007786273956,1,,64,2,11,260,21,2.6129728524576474e-05,3.5735025957105026e-06,a2f632df,,
1369,0.5755868544600939,1697572343,True,1,5d9526db,2023-10-17_19-52-23,1366.9176647663116,1366.9176647663116,5406,ff5996df3739,172.17.0.2,1366.9176647663116,1,,256,2,9,262,35,1.6143033176296143e-05,4.4100117703487364e-06,5d9526db,,
1370,0.6039906103286384,1697574728,False,1,f1c3c969,2023-10-17_20-32-08,3506.562334537506,3506.562334537506,5614,ff5996df3739,172.17.0.2,3506.562334537506,1,,256,2,10,271,47,1.2050707358143359e-05,2.397810010413176e-06,f1c3c969,,
1371,0.6220657276995305,1697574498,False,1,86e3f3ab,2023-10-17_20-28-18,3131.284015893936,3131.284015893936,5768,ff5996df3739,172.17.0.2,3131.284015893936,1,,256,2,10,264,27,1.4605741766854728e-05,3.269170575498809e-06,86e3f3ab,,
1372,0.5985915492957747,1697571895,False,1,1c737a8c,2023-10-17_19-44-55,475.31561160087585,475.31561160087585,3666,ff5996df3739,172.17.0.2,475.31561160087585,1,,32,2,11,250,31,2.2156492475549367e-05,3.743072286669157e-06,1c737a8c,,
1373,0.5457746478873239,1697573714,True,1,5ac9a907,2023-10-17_20-15-14,2069.2403683662415,2069.2403683662415,4734,ff5996df3739,172.17.0.2,2069.2403683662415,1,,256,2,9,197,39,2.0068733806989583e-05,4.252107440565521e-06,5ac9a907,,
1374,-0.1,1697574390,True,1,615c9bb7,2023-10-17_20-26-30,2696.9428820610046,2696.9428820610046,7136,ff5996df3739,172.17.0.2,2696.9428820610046,1,,256,2,9,211,20,2.0130935596118166e-05,3.99007349751669e-06,615c9bb7,-1.0,
1375,0.5417840375586855,1697572531,True,1,03b522ae,2023-10-17_19-55-31,635.4674332141876,635.4674332141876,3666,ff5996df3739,172.17.0.2,635.4674332141876,1,,128,2,10,258,23,1.777762352003398e-05,4.679708432762402e-06,03b522ae,,
1376,0.5957746478873239,1697574107,False,1,f2f066e7,2023-10-17_20-21-47,2015.0491347312927,2015.0491347312927,5364,ff5996df3739,172.17.0.2,2015.0491347312927,1,,256,2,11,267,18,1.3172076904958603e-05,4.521709143595364e-06,f2f066e7,,
1377,0.5983568075117371,1697574371,False,1,3d8da64c,2023-10-17_20-26-11,2028.0177240371704,2028.0177240371704,5406,ff5996df3739,172.17.0.2,2028.0177240371704,1,,256,2,10,246,34,2.4127406354222482e-05,2.908813042686815e-06,3d8da64c,,
1378,0.5361502347417841,1697574035,True,1,35f648d3,2023-10-17_20-20-35,1480.004229068756,1480.004229068756,9758,ff5996df3739,172.17.0.2,1480.004229068756,1,,256,2,9,279,42,1.7865963887135072e-05,3.1022414041175275e-06,35f648d3,-1.0,-1.0
1379,0.5915492957746479,1697574804,False,1,1813bae4,2023-10-17_20-33-24,2248.6659750938416,2248.6659750938416,8312,ff5996df3739,172.17.0.2,2248.6659750938416,1,,256,2,11,234,51,1.12221485641131e-05,3.3962695577019425e-06,1813bae4,-1.0,-1.0
1380,0.5751173708920188,1697574821,True,1,43da47cd,2023-10-17_20-33-41,2255.5624945163727,2255.5624945163727,9853,ff5996df3739,172.17.0.2,2255.5624945163727,1,,256,2,10,222,28,1.0699698898116938e-05,4.125899712620202e-06,43da47cd,-1.0,-1.0
1381,0.5572769953051643,1697574544,True,1,698e5f36,2023-10-17_20-29-04,1805.0884292125702,1805.0884292125702,5074,ff5996df3739,172.17.0.2,1805.0884292125702,1,,256,2,9,255,32,1.4469201142157422e-05,3.5911701506499427e-06,698e5f36,,
1382,0.6173708920187794,1697574238,False,1,c4b95963,2023-10-17_20-23-58,523.8812277317047,523.8812277317047,4734,ff5996df3739,172.17.0.2,523.8812277317047,1,,64,2,11,287,23,2.6339620859597962e-05,3.8881338840321455e-06,c4b95963,,
1383,0.5838028169014085,1697576210,True,1,3e9759cb,2023-10-17_20-56-50,2174.4828901290894,2174.4828901290894,9758,ff5996df3739,172.17.0.2,2174.4828901290894,1,,256,2,9,270,37,1.6004461543306433e-05,4.6790734999499215e-06,3e9759cb,-1.0,-1.0
1384,-0.1,1697574108,True,1,360dbb94,2023-10-17_20-21-48,0.5785691738128662,0.5785691738128662,5364,ff5996df3739,172.17.0.2,0.5785691738128662,1,,256,3,10,329,15,2.176735137525698e-05,4.323071340751682e-06,360dbb94,,
